Index,Product,Value_EU,Value_NLD,Percentage
670,841231,100337.456,2401.461,2.393384381
671,843141,100059.142,8108.197,8.103404485
672,340319,99980.741,463.622,0.463711306
673,902000,99657.789,543.129,0.54499403
674,871190,99303.311,19762.281,19.90092858
675,390890,99077.029,25217.248,25.45216409
676,850162,99001.954,14014.082,14.15535899
677,870590,98418.443,13334.747,13.54903267
678,320300,97350.659,50907.23,52.29264036
679,854511,97191.787,6.846,0.007043805
680,853190,97087.457,3861.592,3.97743655
681,630790,97021.095,10428.131,10.74831303
682,340213,96919.004,5841.196,6.026884057
683,730799,96705.554,15910.881,16.45291335
684,901590,96488.381,2126.374,2.203761715
685,710391,96481.518,46.954,0.048666316
686,902129,96256.537,4758.784,4.943855398
687,902680,96060.268,5199.781,5.41304028
688,846591,95779.27,360.062,0.375928946
689,843691,95747.782,26384.773,27.55653703
690,340399,95404.534,5965.135,6.252464899
691,846599,95287.973,116.017,0.121754085
692,681510,95117.763,8645.232,9.088977418
693,970190,95062.056,1937.8,2.03845791
694,392062,95055.901,611.563,0.643371946
695,750800,94812.582,3366.66,3.550857839
696,711041,94772.909,,
697,740919,94580.875,54.637,0.057767493
698,550410,94343.89,6.231,0.006604561
699,900110,94283.125,11551.254,12.25166646
700,620293,94112.518,393.244,0.417844521
701,320990,93777.124,5630.433,6.00405809
702,851690,93648.672,1201.949,1.283466145
703,720449,93639.132,12704.367,13.56736946
704,841182,93521.27,3073.106,3.285996865
705,900150,93280.834,24.673,0.026450235
706,350510,92976.118,25224.653,27.13024973
707,481940,92684.933,522.442,0.56367522
708,281512,92525.031,27443.112,29.66020298
709,842131,92490.648,2964.87,3.205588959
710,731829,92236.525,4068.498,4.410940243
711,722100,92130.224,4.826,0.005238238
712,841440,92042.504,20.045,0.021777982
713,845490,91855.265,16.659,0.018136141
714,845020,91756.509,,
715,320649,91749.577,7924.764,8.637384781
716,871140,91260.245,24.471,0.026814524
717,220600,91162.049,10169.524,11.15543596
718,340700,91148.658,3204.944,3.516172449
719,90420,91136.382,25.226,0.027679396
720,730660,90896.245,307.189,0.337955655
721,722550,90736.121,24840.178,27.37628381
722,620520,90722.871,196.09,0.216141749
723,843110,90584.245,11570.661,12.77337025
724,392042,90454.303,933.199,1.031680052
725,90112,89982.665,,
726,200980,89779.44,18386.457,20.4795853
727,620443,89669.604,190.979,0.212980755
728,845931,89128.337,,
729,930621,88366.561,2.608,0.002951343
730,730791,88317.407,521.663,0.590668383
731,730439,88246.388,78.667,0.089144725
732,481131,87957.383,2281.734,2.594135844
733,847590,87842.288,411.913,0.46892335
734,850619,87530.864,2029.17,2.318233715
735,370242,87392.24,,
736,842220,87374.942,3149.923,3.605064482
737,591190,87343.413,1333.36,1.526571901
738,820890,87037.713,1326.502,1.524054291
739,420212,87035.271,339.827,0.390447454
740,840690,87027.214,500.792,0.575442987
741,300190,87008.887,2237.639,2.571736149
742,391739,86955.907,2453.201,2.821201094
743,940330,86920.182,938.042,1.079199305
744,845811,86834.818,55.836,0.064301396
745,880220,86728.135,128.684,0.148376303
746,851840,86715.596,524.442,0.604783942
747,71080,86546.424,18978.162,21.9283029
748,840310,86363.36,8040.559,9.31015074
749,320820,86317.175,11753.254,13.61635619
750,330790,86205.587,1651.681,1.915979065
751,900290,86129.631,6572.525,7.630968487
752,930690,86080.928,1912.823,2.222121722
753,730441,85655.106,83.93,0.097985986
754,190220,85417.804,1355.154,1.586500632
755,252010,85101.09,16.825,0.019770605
756,901910,84720.001,3849.733,4.544066283
757,391910,84537.668,1683.513,1.991435345
758,870891,84504.98,204.625,0.242145492
759,281122,84500.39,1831.933,2.167958041
760,741011,84473.316,30793.224,36.45319665
761,860719,84435.785,161.083,0.190775748
762,391810,84408.072,6527.595,7.73337768
763,400920,84343.186,38.7,0.045883967
764,390190,84270.267,6762.48,8.024752075
765,852190,84209.405,639.949,0.759949557
766,851130,84034.277,365.824,0.435327123
767,360200,83991.151,9.091,0.010823759
768,843031,83853.51,87.626,0.104498905
769,370590,83761.962,1816.275,2.168376858
770,844350,83625.338,3851.102,4.605185572
771,848299,83531.57,507.594,0.607667257
772,740929,83313.803,7291.108,8.751380609
773,850213,82922.111,3192.738,3.850285481
774,846021,82822.24,22.318,0.026946868
775,381511,82820.61,2478.391,2.992480978
776,620342,82775.309,772.941,0.933782077
777,292520,82764.027,43.055,0.052021393
778,940179,82607.278,1535.679,1.859011745
779,852510,82532.47,426.001,0.5161617
780,381190,82280.522,181.274,0.220312166
781,845891,82205.734,,
782,871690,82152.971,4416.108,5.375469622
783,292410,82101.265,1774.3,2.161111647
784,750620,81923.808,41.563,0.050733726
785,680293,81901.846,41.659,0.050864543
786,900219,81852.476,3005.668,3.672055076
787,841340,81779.85,66.787,0.081666816
788,450410,81643.622,73.098,0.089533019
789,843920,81617.824,10.917,0.013375755
790,750712,81581.454,142.054,0.174125359
791,481920,81398.355,2572.277,3.160109317
792,840390,81258.299,14270.298,17.56164992
793,293791,81158.565,147.18,0.181348697
794,845730,81058.601,23267.161,28.70412358
795,392590,80880.979,2046.084,2.529746827
796,620193,80868.617,267.855,0.331222432
797,842430,80855.244,7700.234,9.523481248
798,350300,80759.593,14493.615,17.94661719
799,820559,80736.98,3622.39,4.48665531
800,761290,80666.029,2518.932,3.12266766
801,130220,80571.517,25.847,0.032079575
802,853321,80450.005,30.179,0.037512739
803,730830,80415.634,15631.787,19.43874123
804,381230,80031.848,19316.969,24.13660247
805,902580,79670.221,1089.933,1.368055701
806,150600,79638.002,79608.43,99.96286697
807,810419,79610.182,321.377,0.403688312
808,10111,79571.459,5197.615,6.532009172
809,81090,79477.671,21.95,0.02761782
810,70320,79433.759,,
811,290516,79432.979,59982.906,75.51385678
812,846420,79320.805,191.547,0.241483934
813,940180,79133.828,4652.969,5.879873523
814,844400,78993.959,505.785,0.640283139
815,848410,78925.226,1779.067,2.25411708
816,281820,78766.499,422.485,0.536376512
817,731100,78651.833,627.599,0.797945802
818,691110,78565.183,126.525,0.161044619
819,730630,78370.397,332.226,0.42391772
820,843860,77656.212,22138.514,28.50836196
821,847740,77582.297,609.079,0.785074719
822,970200,77311.889,7364.616,9.525851839
823,730449,77298.589,2827.511,3.65790765
824,851830,77294.24,647.326,0.837482845
825,854320,77221.542,928.999,1.203030885
826,630231,77083.84,20.476,0.026563285
827,190230,77068.333,716.037,0.929093665
828,851531,76554.204,409.541,0.534968661
829,330290,76537.938,3273.406,4.276841114
830,340490,76231.745,12244.307,16.06195293
831,843061,76194.335,242.376,0.318102389
832,940310,76176.741,7618.528,10.00112095
833,691490,76126.803,110.23,0.144797884
834,860210,75878.05,,
835,732020,75791.745,733.736,0.968094876
836,847940,75764.858,97.13,0.128199277
837,740710,75710.528,54.157,0.071531663
838,846490,75535.412,2832.778,3.750264843
839,841583,75467.186,3734.53,4.948548101
840,722830,75434.051,,
841,252330,75193.566,4453.47,5.922674288
842,730729,75038.846,8431.378,11.23601768
843,292141,74936.125,9060.362,12.09077998
844,732393,74810.681,538.78,0.720191279
845,843280,74780.563,13257.354,17.72834206
846,321519,74628.186,4315.088,5.78211562
847,732090,74621.502,490.388,0.657167153
848,760421,74374.229,723.252,0.972449745
849,853120,74273.611,1417.812,1.908904092
850,842790,74238.542,50868.666,68.52056173
851,722692,74219.407,,
852,540490,74183.291,5122.96,6.905813871
853,40610,73985.156,16627.26,22.47377839
854,846594,73861.307,773.705,1.047510573
855,848490,73854.398,2893.594,3.917971141
856,846150,73638.402,1926.868,2.616661888
857,853921,73634.133,126.208,0.171398772
858,310221,73633.292,10283.102,13.96528896
859,292143,73258.898,,
860,811300,73214.17,206.266,0.281729616
861,540210,73134.902,45030.417,61.57171989
862,340600,73030.927,3154.095,4.31884837
863,860799,72978.65,17.21,0.023582239
864,711620,72851.33,93.309,0.128081395
865,160100,72811.776,191.832,0.263462877
866,680421,72757.515,411.133,0.5650729
867,392113,72653.966,1154.824,1.589485149
868,270730,72564.113,13948.944,19.2229236
869,611030,72514.847,105.034,0.144844821
870,847340,72367.315,749.199,1.035272623
871,940110,72350.377,206.063,0.284812614
872,620431,71999.878,53.033,0.073657069
873,844010,71994.659,1991.548,2.76624409
874,846410,71806.05,6.683,0.009307015
875,850161,71757.486,1234.2,1.719959922
876,740931,71587.566,2.878,0.004020251
877,940169,71117.6,3151.344,4.431173155
878,390210,70959.757,4111.34,5.793903719
879,721420,70947.645,12.737,0.017952675
880,901510,70913.243,58.647,0.082702465
881,620442,70874.847,154.385,0.217827631
882,442190,70336.034,406.86,0.578451722
883,120600,70314.865,898.899,1.278391134
884,110520,70275.632,16548.421,23.5478793
885,730512,70269.61,,
886,650590,70239.403,396.599,0.564638911
887,901820,70090.798,923.927,1.318185877
888,870210,69745.213,16.111,0.023099793
889,841920,69648.456,873.788,1.254569089
890,732619,69634.139,342.419,0.491740122
891,390120,69374.963,504.922,0.727815884
892,721934,69316.64,202.272,0.29180872
893,620444,69121.794,45.35,0.06560883
894,420100,68971.168,1097.935,1.591875318
895,750300,68691.344,186.902,0.272089595
896,51199,68510.129,9476.522,13.83229332
897,710610,68444.965,179.485,0.262232584
898,482390,68349.152,1234.273,1.805835133
899,690210,68208.558,5.68,0.008327401
900,370130,68129.113,5141.103,7.546117619
901,842911,68123.175,2414.835,3.544806888
902,190190,67921.124,1455.294,2.142623553
903,850431,67877.171,945.534,1.393007378
904,853810,67864.026,2753.393,4.057220242
905,846210,67789.258,460.184,0.678845017
906,281129,67625.938,747.451,1.105272654
907,282110,67516.053,231.277,0.342551126
908,731511,67285.464,5131.046,7.625786752
909,760719,67185.766,2388.886,3.555643021
910,903210,67178.326,574.032,0.854489884
911,390461,67121.156,12287.136,18.30590641
912,740940,67095.339,,
913,721049,66889.983,17047.876,25.48644092
914,722870,66850.955,35.094,0.052495884
915,621420,66830.668,4.929,0.007375356
916,410439,66753.306,2794.318,4.186036868
917,680510,66594.508,374.658,0.562595943
918,721632,66418.059,10.284,0.015483741
919,320910,65824.358,12166.242,18.48288744
920,720922,65772.664,3382.027,5.141994857
921,292219,65714.92,204.94,0.311862207
922,843699,65688.277,27485.143,41.84177795
923,732620,65586.323,2782.961,4.243203267
924,830120,65525.954,26.792,0.040887615
925,854420,65507.284,2219.85,3.388707125
926,846593,65486,228.909,0.349554103
927,901310,65250.539,30.532,0.046791951
928,846799,65183.153,2728.979,4.186632396
929,10600,65159.169,32466.411,49.82631224
930,290420,64776.919,,
931,740729,64762.44,28.663,0.044258678
932,720292,64680.02,14217.414,21.98115276
933,290519,64499.247,451.927,0.700670195
934,847193,64467.404,3475.699,5.391405244
935,842542,64443.863,22482.72,34.88729408
936,480300,64442.548,63.257,0.098160302
937,680690,64179.635,5446.284,8.486000271
938,440890,64090.859,1823.36,2.844961089
939,871639,64021.128,2592.572,4.04955689
940,901290,63900.79,20562.859,32.17935021
941,851610,63718.257,1265.259,1.985708743
942,390410,63699.44,44.777,0.070294182
943,730721,63697.799,794.169,1.246776203
944,847520,63681.203,17.965,0.028210836
945,720241,63669.851,399.081,0.626797446
946,830710,63659.206,18052.496,28.35802885
947,321290,63472.696,2275.92,3.585667765
948,846592,63466.351,11.328,0.017848828
949,901190,63359.797,818.967,1.292565694
950,420500,63147.297,250.255,0.396303582
951,850730,63028.502,384.06,0.609343373
952,960321,62875.093,3246.427,5.163295743
953,830241,62748.935,1552.569,2.474255539
954,620462,62663.185,247.439,0.394871407
955,842810,62303.446,8987.325,14.42508493
956,280700,62123.774,962.852,1.54989296
957,480620,62121.173,40.388,0.06501487
958,851810,62019.974,181.013,0.291862425
959,842010,61967.471,905.693,1.461561986
960,853110,61809.786,4583.896,7.416133102
961,390230,61774.408,17062.845,27.62121978
962,590310,61745.368,3878.252,6.281041195
963,721935,61542.059,352.196,0.572285045
964,760820,61523.36,253.232,0.411603007
965,130232,61461.767,2991.698,4.867575643
966,680299,61241.735,11.984,0.019568355
967,845522,61203.587,27.792,0.045409103
968,392410,61172.435,4091.375,6.68826572
969,160241,60728.31,,
970,700529,60636.077,244.727,0.403599659
971,50400,60407.287,5002.744,8.281689592
972,160413,60300.344,,
973,846291,60208.6,78.451,0.130298662
974,292800,59951.102,676.534,1.128476337
975,680530,59947.172,2023.426,3.375348549
976,851110,59847.202,144.954,0.242206812
977,291733,59734.195,1440.007,2.41069123
978,350290,59706.09,30.163,0.050519135
979,491191,59701.722,3261.362,5.462760354
980,721320,59605.305,,
981,870310,59079.118,3.991,0.006755348
982,721922,59070.464,85.331,0.144456289
983,392099,59067.682,1435.076,2.429545145
984,850910,59058.564,135.513,0.229455291
985,640411,59053.744,390.795,0.661761598
986,690220,59001.126,7065.725,11.97557653
987,391729,58852.164,991.618,1.684930396
988,731029,58761.26,897.368,1.527142202
989,848060,58582.082,1087.218,1.85588829
990,848079,58549.437,830.443,1.418362059
991,901600,58442.352,37568.107,64.28233244
992,843840,58341.25,1195.376,2.04893793
993,701399,58231.228,357.771,0.614397141
994,961610,58109.232,381.42,0.656384514
995,721633,58019.118,9.431,0.016254987
996,846090,57990.29,75.583,0.130337338
997,731819,57742.676,1816.068,3.145105364
998,841821,57650.799,7.065,0.012254817
999,810990,57624.195,18.285,0.031731463
1000,940490,57605.792,1766.284,3.066156959
1001,620111,57463.126,136.693,0.237879506
1002,293792,57123.195,21330.815,37.34177509
1003,480610,57067.27,,
1004,843039,57054.163,16.781,0.029412402
1005,220429,56691.396,21.52,0.037959905
1006,292212,56690.584,,
1007,220510,56627.225,15.54,0.02744263
1008,293229,56599.774,7636.564,13.49221642
1009,850820,56385.38,20.971,0.037192265
1010,292090,56310.77,429.792,0.763250085
1011,846239,56310.421,7.161,0.012717007
1012,845150,56241.199,5528.065,9.829209011
1013,900510,56088.545,57.502,0.102520042
1014,281830,56013.266,2986.97,5.332611742
1015,950612,55994.481,107.58,0.192126078
1016,200190,55883.787,611.598,1.094410441
1017,481390,55683.17,23.804,0.042749003
1018,846691,55636.754,517.954,0.93095654
1019,842410,55542.154,351.357,0.6325952
1020,290514,55495.376,52949.147,95.41181773
1021,280461,55451.429,2.709,0.004885357
1022,293628,55415.599,989.793,1.786127043
1023,854110,55385.35,527.325,0.952101955
1024,591000,55335.691,11583.362,20.93289483
1025,853222,55315.994,135.691,0.245301567
1026,210220,55061.124,268.917,0.488397222
1027,380110,54994.256,489.252,0.889642002
1028,340111,54903.558,703.117,1.280640136
1029,902480,54842.821,3857.779,7.034246105
1030,284210,54827.724,8146.464,14.85829322
1031,151800,54403.58,17234.812,31.67955491
1032,853340,54377.171,1392.449,2.560723507
1033,391690,54374.259,2403.792,4.420827142
1034,290124,54189.142,32555.336,60.07723097
1035,271311,53928.862,24071.389,44.63544771
1036,731512,53845.607,880.753,1.635700755
1037,843991,53808.442,467.525,0.868869238
1038,820820,53791.764,12.17,0.022624281
1039,846330,53708.998,261.552,0.486979854
1040,701990,53702.488,2586.251,4.815886743
1041,292320,53697.162,11608.719,21.6188688
1042,590390,53696.719,1894.685,3.528493054
1043,721933,53582.887,0.953,0.001778553
1044,270791,53369.167,,
1045,854049,53301.985,219.991,0.412725717
1046,730722,53298.799,185.445,0.347934669
1047,392329,53250.382,2269.705,4.262326231
1048,30239,53247.106,,
1049,291540,53088.063,28315.57,53.33698086
1050,841710,53079.298,42.114,0.079341667
1051,381600,53058.065,456.864,0.861064194
1052,392321,53030.912,4570.642,8.618825941
1053,820740,52869.536,114.387,0.21635711
1054,730431,52226.981,6065.658,11.61403145
1055,121190,52132.699,29.648,0.056870257
1056,842420,52003.423,1799.748,3.460826031
1057,300450,51860.363,429.524,0.828231765
1058,722300,51846.863,2300.756,4.437599243
1059,821210,51561.807,2052.957,3.981545876
1060,850140,51404.827,427.911,0.832433499
1061,851180,51318.519,135.517,0.264070364
1062,845430,51301.554,22.175,0.043224811
1063,130120,51186.276,148.135,0.289403746
1064,940520,50921.869,1043.622,2.049457376
1065,392490,50855.895,5741.422,11.28958993
1066,291612,50821.815,28.928,0.056920439
1067,480799,50813.044,45833.864,90.20098068
1068,850520,50772.597,568.457,1.119613795
1069,110710,50594.737,901.955,1.782705185
1070,870332,50380.867,4349.014,8.632273041
1071,400930,50346.893,112.929,0.224301825
1072,700729,50289.186,741.035,1.473547414
1073,842511,50247.865,788.827,1.569871675
1074,481121,50240.08,300.475,0.598078267
1075,190490,50221.019,1691.877,3.368862348
1076,280300,50166.399,16822.004,33.5324128
1077,293369,50094.913,105.388,0.21037665
1078,731822,49860.051,779.681,1.563738874
1079,720249,49848.367,,
1080,722790,49721.995,1078.075,2.168205439
1081,570320,49627.37,32832.101,66.15724549
1082,200899,49607.962,2398.453,4.834814621
1083,390390,49562.499,10138.371,20.45573005
1084,291614,49428.329,2334.295,4.722585301
1085,200210,49284.949,353.16,0.716567648
1086,390290,49250.237,13145.27,26.69077511
1087,740721,49163.999,18.561,0.037753235
1088,960350,48830.426,2089.169,4.278416494
1089,871420,48787.259,1265.075,2.593043811
1090,810191,48675.897,38.431,0.078952834
1091,480439,48639.1,617.955,1.270490202
1092,285100,48613.898,595.662,1.225291582
1093,842539,48567.256,1754.358,3.612223841
1094,730490,48438.781,115.079,0.237576169
1095,680292,48417.22,120.071,0.247992347
1096,870919,48332.618,24536.071,50.76503615
1097,732111,48293.075,708.27,1.46660779
1098,283699,48233.098,1334.144,2.766034228
1099,842699,48207.529,1170.16,2.427338684
1100,390220,48113.982,79.602,0.165444631
1101,260112,48075.045,,
1102,40310,48002.241,,
1103,200960,47882.204,11.695,0.024424523
1104,71290,47575.06,4928.738,10.35991967
1105,870911,47525.162,280.469,0.590148435
1106,821192,47495.926,61.094,0.12862998
1107,820220,47380.074,19.086,0.040282757
1108,820320,47099.841,676.117,1.435497415
1109,700220,46979.666,2417.179,5.145160036
1110,390590,46944.273,5675.349,12.08954498
1111,850211,46832.641,4824.377,10.30131314
1112,940120,46832.637,1097.085,2.342565079
1113,842381,46594.028,588.959,1.264022505
1114,854190,46471.437,630.993,1.357808238
1115,340211,46435.133,3546.243,7.636982541
1116,850810,46372.48,63.485,0.136902318
1117,843221,46370.744,619.365,1.335680532
1118,391733,46315.634,4171.895,9.007530805
1119,845961,46308.934,7.88,0.017016155
1120,620469,46239.192,39.342,0.085083667
1121,190410,46122.028,859.843,1.864278388
1122,291631,46021.509,17537.381,38.106923
1123,481310,45924.79,312.748,0.681000392
1124,400270,45879.608,26545.947,57.86001267
1125,940599,45777.38,1113.328,2.432048317
1126,853530,45682.722,2399.377,5.252263646
1127,151000,45661.948,,
1128,440920,45631.362,1438.076,3.151507948
1129,851829,45533.698,74.73,0.164120208
1130,732290,45532.283,181.295,0.398168043
1131,621410,45419.098,14.219,0.031306214
1132,620630,45412.086,196.692,0.433126987
1133,841280,45341.227,1392.712,3.071623977
1134,850990,45304.65,901.64,1.990170987
1135,220190,45234.262,3.465,0.007660123
1136,293329,45145.394,362.157,0.802201438
1137,151919,45009.952,17800.834,39.54866248
1138,853931,44918.267,32.889,0.073219655
1139,691390,44905.708,1008.775,2.24642934
1140,481320,44779.954,16.341,0.036491775
1141,901480,44522.569,2851.654,6.40496284
1142,350610,44282.043,760.581,1.717583355
1143,291219,44244.852,79.448,0.179564393
1144,170290,44134.204,21141.716,47.90324529
1145,290619,43942.344,162.941,0.370806346
1146,871680,43882.781,11130.837,25.36493072
1147,840790,43751.945,47.467,0.108491177
1148,854130,43739.965,154.169,0.352467132
1149,392091,43512.735,719.51,1.653561883
1150,291739,43508.667,107.142,0.246254384
1151,732392,43416.718,310.398,0.71492737
1152,210610,43257.904,9466.183,21.88312915
1153,441820,43254.377,41.997,0.097093064
1154,851629,43232.151,1923.978,4.450340674
1155,850120,43184.888,5438.683,12.59394953
1156,430310,43156.616,7.723,0.017895286
1157,843069,43092.192,815.643,1.892786053
1158,400259,42822.42,59.067,0.137934755
1159,600249,42709.018,4.114,0.009632626
1160,731821,42639.99,488.989,1.146784978
1161,731582,42540.582,604.681,1.42142155
1162,391731,42519.475,223.147,0.524811278
1163,701932,42479.892,9081.328,21.37794512
1164,790390,42461.689,,
1165,701910,42448.791,591.977,1.394567398
1166,711790,42438.438,439.928,1.036626277
1167,843490,42394.222,14524.878,34.26145667
1168,761510,42302.789,162.316,0.383700469
1169,310420,42242.199,166.207,0.393461998
1170,391231,42197.902,15045.245,35.6540119
1171,720521,42106.764,171.503,0.407305107
1172,293930,42061.123,293.187,0.697049862
1173,480100,41961.893,103.009,0.245482252
1174,950510,41801.529,265.268,0.634589228
1175,843049,41746.026,1358.937,3.255248775
1176,842330,41744.568,8278.264,19.83075738
1177,843229,41738.342,1851.681,4.436402864
1178,292129,41615.479,13813.103,33.19222398
1179,392069,41556.593,13.151,0.031646001
1180,902221,41265.834,3647.514,8.839065266
1181,848291,41227.82,208.84,0.506551159
1182,900211,41220.693,557.593,1.352701664
1183,820712,41186.679,75.467,0.183231573
1184,853090,41168.707,964.248,2.342186749
1185,940370,41133.146,2035.607,4.948823997
1186,845011,41084.225,32.603,0.079356493
1187,700600,41070.438,4802.536,11.69341316
1188,848050,41027.231,2.862,0.006975855
1189,610444,41020.597,22.412,0.054635967
1190,401140,41005.223,9.407,0.02294098
1191,800110,40976.652,0.25,0.000610104
1192,293990,40963.798,,
1193,841239,40962.296,1944.026,4.745891197
1194,900912,40874.844,296.678,0.725820507
1195,680221,40842.38,146.295,0.358194111
1196,844120,40765.49,51.161,0.125500761
1197,830160,40670.289,374.692,0.921291708
1198,851519,40665.201,2016.743,4.959382839
1199,480419,40581.255,8535.281,21.03257033
1200,841690,40410.294,5600.558,13.85923597
1201,220850,40365.15,12439.821,30.81822067
1202,841460,40310.156,119.168,0.295627732
1203,390519,40301.934,13622.782,33.80180713
1204,730210,40189.393,97.552,0.242730713
1205,740921,40146.732,19252.136,47.95442877
1206,110100,40138.977,457.292,1.139271686
1207,842919,40111.108,199.238,0.496715274
1208,100200,40109.118,2.484,0.006193106
1209,810310,40064.697,,
1210,690320,40052.067,24.693,0.061652249
1211,843610,40037.961,32951.68,82.3010942
1212,710813,40019.773,7.467,0.018658277
1213,291429,39997.823,254.304,0.635794603
1214,292130,39961.244,2273.964,5.690423451
1215,847751,39844.048,14728.016,36.96415585
1216,71090,39800.11,1010.059,2.537829669
1217,845190,39769.372,2468.124,6.206092467
1218,640590,39751.863,134.628,0.33867092
1219,843010,39577.072,12342.539,31.18608421
1220,310210,39550.619,20253.982,51.21027815
1221,846595,39525.044,38.663,0.097818993
1222,294110,39497.899,,
1223,290611,39423.046,24.268,0.061557902
1224,200860,39292.862,156.152,0.397405514
1225,480580,39281.281,243.963,0.621066813
1226,821220,39204.951,641.764,1.636946313
1227,284390,39122.405,108.004,0.276066873
1228,843230,39112.945,5715.952,14.61396476
1229,291811,39002.132,17439.676,44.71467355
1230,390330,38970.796,18232.97,46.78623962
1231,730640,38871.083,29.79,0.076637947
1232,390450,38848.535,10.423,0.026829841
1233,291560,38842.92,3090.586,7.95662633
1234,721510,38533.817,7.562,0.019624321
1235,721650,38388.609,89.222,0.232417903
1236,721932,38372.33,26.627,0.069391147
1237,482359,38353.114,316.906,0.826284927
1238,846310,38324.42,,
1239,330720,38308.628,2230.273,5.821855588
1240,730610,38258.092,3.158,0.008254463
1241,291815,38251.234,2138.272,5.590073251
1242,720110,38249.894,0.192,0.000501962
1243,620610,38214.218,61.628,0.161269818
1244,130239,38205.805,78.985,0.206735599
1245,400510,38001.037,1035.922,2.726036134
1246,845510,37917.651,,
1247,210210,37780.844,29.282,0.077504886
1248,730511,37725.069,182.298,0.483227744
1249,850611,37724.355,155.78,0.412942779
1250,850511,37695.226,3316.033,8.796957471
1251,681019,37694.518,189.82,0.503574552
1252,842619,37685.206,3144.819,8.344969641
1253,940421,37656.423,85.056,0.225873817
1254,591110,37649.93,83.092,0.220696293
1255,550310,37559.725,13654.418,36.35388172
1256,610510,37549.128,120.764,0.321615991
1257,850434,37507.451,36.871,0.098303134
1258,854411,37446.035,104.698,0.279597025
1259,491110,37291.586,1141.895,3.062071428
1260,846031,37216.841,302.825,0.813677335
1261,291619,37212.089,249.474,0.670411167
1262,620590,37123.77,37.598,0.10127743
1263,722810,37080.441,1.744,0.004703288
1264,310290,37029.89,31577.312,85.27519795
1265,701720,37021.071,648.489,1.751675417
1266,200819,36916.851,139.518,0.377924975
1267,401010,36896.093,140.489,0.380769313
1268,853225,36813.683,15.21,0.04131616
1269,293910,36762.214,17.572,0.04779908
1270,320810,36716.031,2811.044,7.656176126
1271,292151,36628.706,26.356,0.071954494
1272,841932,36427.239,,
1273,440910,36387.237,398.557,1.095320868
1274,820760,36348.812,838.544,2.306936469
1275,282510,36119.349,70.785,0.195975293
1276,880520,36009.217,13567.43,37.67765903
1277,370120,35727.283,35519.091,99.41727447
1278,481950,35716.73,1075.64,3.011585887
1279,854720,35657.059,98.362,0.275855617
1280,392079,35630.348,527.615,1.480802264
1281,842099,35619.45,249.893,0.701563331
1282,292119,35595.354,106.569,0.299390196
1283,441510,35512.889,21631.385,60.91136376
1284,820711,35495.161,14.132,0.039813878
1285,190211,35429.411,399.452,1.127458766
1286,701810,35377.205,25.063,0.070845054
1287,848240,35334.364,100.558,0.284589812
1288,853990,35211.455,1104.317,3.136243589
1289,440792,35161.252,6.187,0.017596074
1290,847329,35150.567,318.529,0.906184529
1291,842390,35089.766,1941.791,5.533781559
1292,310430,35084.28,257.617,0.734280424
1293,540720,35036.353,17207.759,49.11401309
1294,841620,35012.865,3513.151,10.03388612
1295,847050,34995.001,314.929,0.899925678
1296,851440,34928.7,3320.678,9.507018584
1297,591132,34714.042,198.334,0.571336521
1298,841940,34701.295,720.247,2.07556231
1299,820840,34602.895,101.427,0.293117093
1300,842611,34545.533,22923.688,66.35789351
1301,910111,34495.733,96.237,0.278982331
1302,650100,34485.349,,
1303,722699,34434.46,5.559,0.016143712
1304,620341,34346.061,12.02,0.034996735
1305,70951,34310.941,155.633,0.453595837
1306,841810,34151.633,541.36,1.585165781
1307,271500,34134.102,132.341,0.387709042
1308,730451,34025.411,732.242,2.152044541
1309,930400,34022.825,47.577,0.139838476
1310,810510,34016.957,179.394,0.527366396
1311,570242,34009.293,98.628,0.290003088
1312,721240,33956.625,96.445,0.284024104
1313,854310,33676.602,2.857,0.008483635
1314,847930,33544.76,2939.565,8.763112331
1315,680520,33544.599,23.823,0.071018884
1316,252310,33515.918,,
1317,721711,33464.912,5.432,0.016231927
1318,401130,33457.556,33.434,0.099929594
1319,701931,33383.544,175.291,0.525082058
1320,401691,33322.575,246.221,0.73890148
1321,910221,33276.412,1749.289,5.256843797
1322,291812,33107,16.22,0.04899266
1323,902890,32890.279,323.876,0.984716487
1324,300620,32868.812,2278.86,6.933198559
1325,846140,32826.796,24.133,0.07351616
1326,620441,32815.132,9.078,0.027664067
1327,293621,32809.774,7082.766,21.58736601
1328,292250,32795.967,749.359,2.284912044
1329,910229,32695.948,955.903,2.923613042
1330,190120,32572.629,526.438,1.616197452
1331,281810,32547.168,39.278,0.120680239
1332,847431,32517.775,104.742,0.322106909
1333,380890,32489.219,207.326,0.638137839
1334,621510,32344.259,28.943,0.089484196
1335,840590,32287.357,4913.552,15.21819206
1336,200290,32275.713,626.565,1.941289415
1337,820412,32272.963,154.874,0.479887762
1338,160249,32254.303,382.096,1.184635737
1339,292390,32221.028,1883.255,5.844801103
1340,901841,32093.92,3571.435,11.12807348
1341,620432,32047.715,38.853,0.121234852
1342,600243,31999.666,1246.007,3.893812517
1343,420211,31988.291,104.744,0.327444814
1344,900580,31924.302,89.124,0.279172901
1345,620439,31877.646,15.928,0.049966048
1346,721050,31865.737,4212.856,13.22064511
1347,844311,31766.035,6511.555,20.49848211
1348,270400,31701.52,,
1349,901811,31690.266,533.041,1.682033846
1350,722230,31636.297,5.06,0.015994287
