,Product,Percentage_USAimportsfrom_World,Value_EUexports_USA,Percentage_EUto_World,Percentage_Dutch_exports_EU
93,030332,0.34189704725033876,,46.539729212120385,
94,030333,17.162110280055064,12168.984999999999,49.87418758742507,99.3376193659537
95,030339,1.6088056614074446,314.014,5.961505964272789,3.9303980077321397
96,030341,1.1946569032509127,,2.3029829234447634,
97,030342,3.561822682495639,8.739,12.771400040925018,
98,030343,0.06030134945287721,,12.132878733694179,
99,030349,0.7494788558677425,220.815,18.353299445757152,
100,030350,0.6639709830414773,381.296,38.42537160675616,16.716409298812472
101,030360,0.6479958438250754,3113.001,24.374169235438146,0.045197544106153516
102,030371,1.019106194965602,1712.9950000000001,15.26887449042183,8.144857398883241
103,030372,8.743206695542208,8304.625,11.930678244663124,2.588075921549739
104,030373,0.5076703367243699,3.917,31.859098169050267,
105,030374,1.2393455381952572,1230.194,18.391465238451556,34.79174829335861
106,030375,0.1195458575116862,16.936,44.688663377099324,
107,030376,2.940991880727056,3.94,14.653327226631927,78.93401015228426
108,030377,10.791791403847235,511.608,36.090676662511015,36.28793920345264
109,030378,0.6268378476185513,200.603,36.98227261618108,
110,030379,7.419112884230563,25487.196,10.262109900796245,1.4185868072737384
111,030380,1.1774545141118873,107.697,4.988099806782258,19.57528993379574
112,030410,40.462333225052625,357298.158,30.8728704444846,40.06093616637117
113,030420,24.37251813514224,282740.224,18.098972011294986,20.367764510224056
114,030490,6.052019915609228,1233.462,10.526224221971372,4.261014931955747
115,030510,2.09977525826978,188.92000000000002,39.44796980491848,
116,030520,2.105132651838606,864.565,20.657509872408074,
117,030530,11.624218657183343,4132.067999999999,38.77119440418421,0.08039557916278242
118,030541,10.695514532894546,183919.45,84.31165657252012,49.99767615660007
119,030542,14.019355785287296,167.044,25.25379171887416,55.01724096645195
120,030549,2.3580162242141567,3243.708,54.97050917405764,0.4200439743651401
121,030551,1.7275387476157114,3564.324,23.977430566619468,
122,030559,2.9041184868485685,253.024,4.270707691846379,
123,030561,1.9616232222345493,559.2620000000001,56.3393811977401,96.65416209218576
124,030562,0.7932191720281159,133.113,55.94303149035663,
125,030563,4.3978747216898935,462.528,59.070845659686945,
126,030569,17.43662750893905,255.233,25.88245822654786,8.35746161350609
127,030611,41.53459747662551,1071.484,9.393278423865928,
128,030612,60.84154351724391,221.213,6.922485757309772,
129,030613,23.11562804859782,4876.846,6.74085385203609,7.061920757801252
130,030614,45.24681543491285,18295.07,4.528095587256374,2.447391565050038
131,030619,4.759933049347525,2133.862,54.71963406648881,1.1886898028082415
132,030621,0.5469178515316814,201.02100000000002,7.547518433861026,
133,030622,20.29616291265003,198.022,4.404332753946175,3.606669965963378
134,030623,,,4.637586755069599,
135,030624,,,1.5612382234185733,
136,030710,19.526621187066088,67.909,59.70480967192854,33.883579496090356
137,030721,26.013776923830946,,19.886347280350304,
138,030729,14.011456616297089,735.5509999999999,8.746502064051793,
139,030731,12.085691913794776,194.6,77.38703441346621,1.8365878725590954
140,030739,25.6860836594345,4.532,18.264371195125094,
141,030741,0.08025556422373172,18.933,67.27676660344223,
142,030749,12.505818495968594,2846.176,20.356158298759077,0.004462127429927032
143,030751,0.10630408951287657,198.80700000000002,40.35235500736514,
144,030759,25.603871496980474,27274.665999999997,37.41839095537507,
145,030760,3.4282464261461074,1221.38,41.45269203774706,
146,030791,6.413999763692087,214.435,18.528021758131494,2.1470375638305317
147,030799,6.183580914531005,7890.206,10.421378540481713,6.717201046461904
148,040110,0.4125022843751063,394.988,67.06251097734581,
149,040120,0.2638847901436954,1112.7549999999999,78.41429088643528,
150,040130,0.98333849141451,11125.461,74.29384768659719,0.12082195964733507
151,040210,0.10423692554990796,1076.239,47.73709639435174,46.83959603768308
152,040221,0.7250415953322326,21028.238000000005,21.61991156954118,89.53704062128266
153,040229,1.9367165299480675,222.292,53.682307935583594,22.380022672880717
154,040291,0.7595367352751048,3821.047,60.45756213823943,70.50072925038609
155,040299,6.23156100708901,2139.384,59.62598516173737,39.93649573896037
156,040310,3.871584843797841,48002.241,80.8245875238008,
157,040390,0.45038755960830745,703.121,69.4495892316404,
158,040410,1.691312709614919,30280.741,66.32334907834722,0.47312580626742257
159,040490,20.32013257027538,17104.181,46.769487325465306,0.10778651137987841
160,040500,5.571098760460212,393227.429,66.28877359321488,0.5905323049069399
161,040610,1.1746864124579455,73985.156,79.74744643037887,22.473778388735163
162,040620,0.3465387562911927,6536.2880000000005,64.75987786336667,3.17074461835219
163,040630,1.191859111534583,18770.767,55.76856342487425,49.9022389442051
164,040640,4.806611867405103,29976.101,94.36841208596212,0.02612414469780443
165,040690,6.51414957372373,1176438.281,81.70003504289956,9.253801050018705
166,040700,1.9368347620382937,30010.882,58.31980899307697,60.572058495315126
167,040811,0.6186487727513601,925.355,69.91036289659318,
168,040819,0.7313474526716784,,80.81931114993168,
169,040891,1.012705278983343,808.539,64.0446241345136,
170,040899,2.216736271126298,270.55799999999994,86.66423970096005,
171,040900,25.869380029107,25549.541999999998,29.268520674293864,2.2820174232477437
172,041000,2.4072655616936496,489.778,4.475039145219845,27.645178019429213
173,050100,0.7699813299364351,127.628,10.522783816270916,
174,050210,3.9537251930423936,,27.37102511134562,
175,050290,1.3789391853226716,78.011,11.55429410062672,
176,050400,2.522063232376924,60407.287,32.22579540078602,8.281689591522294
177,050510,6.352937122438567,20573.965,31.124275978609568,
178,050590,0.2721141758281863,64.124,24.632478592261748,
179,050610,9.430251680013178,2913.516,53.36242221729043,4.623279913341817
180,050690,8.400733199074999,7911.527999999999,63.35970931447983,56.231918789897485
181,050710,2.1840114121552694,54.50300000000001,1.6644913987311056,
182,050790,4.514323253155162,4058.301,16.088797235696937,
183,050800,9.856375902752752,544.337,15.008444148055974,1.8047643279806445
184,051000,4.499838912275103,10875.942,21.608598563775534,2.029810383321279
185,051110,6.8925514939515224,2524.6440000000002,20.754238189269753,19.53736843689645
186,051191,11.012251110534576,22806.493000000002,38.033281972994466,14.437997985924444
187,051199,27.878490922128236,68510.129,48.90861578224273,13.832293324101025
188,060110,14.846035208864015,149708.096,87.8134652055105,97.9885202734794
189,060120,3.9844342868183222,870.191,89.99264989160159,97.48170229294489
190,060210,20.444805810082624,5437.74,38.13132956011785,83.57771794900086
191,060220,4.560050755868046,17.066,69.35062029155907,37.27879995312317
192,060230,4.096520301142716,0.13,76.77477225341633,100.0
193,060240,19.359333000432834,21.468999999999998,58.07355447048742,98.00176999394476
194,060299,8.069664647147148,20343.897999999997,80.21795522015202,77.78757541942062
195,060310,26.728288895479086,104606.224,45.00745190509788,93.82708432339551
196,060390,10.980603849250937,4430.6990000000005,50.15312902479443,90.00076511629428
197,060491,15.194217754277526,13609.599,57.133179180752144,9.520265806509068
198,060499,23.62483225163917,6224.705000000001,46.0352017631892,16.87395627583958
199,070110,4.02742156456537,,76.86980492741051,
200,070190,7.375871281573031,2525.619,58.038002079551255,
201,070200,28.920497391923327,158.794,39.62736736741262,99.4527501039082
202,070310,9.932246226399187,10158.825,34.7298537496259,47.95807586015115
203,070320,7.995984778701083,79433.759,18.31851841271327,
204,070390,5.9458547470066545,10.589,51.5559118677173,99.2822740579847
205,070410,7.13378311840282,527.434,55.433068605232826,
206,070420,40.56270306590881,115.285,33.63292845893703,81.50149629179859
207,070490,13.594171816182765,86.56,32.14502974722006,
208,070511,10.129238510230502,48.79,63.03252156073932,50.98790735806518
209,070519,21.933149285921175,123.79899999999999,49.50157430507663,84.94172004620393
210,070521,5.790200900904299,4960.852000000001,94.8669730474581,52.12060347698338
211,070529,6.95194198253648,863.665,83.19657303010071,38.00385566162806
212,070610,12.568977542488065,116.182,40.54430536893904,99.61267666247784
213,070690,11.344345690508476,1098.299,54.35910789696368,73.49701675044774
214,070700,37.06061094755222,11541.366,52.76157770531606,5.062788928104352
215,070810,24.643974584566955,125.846,28.048071631444593,
216,070820,19.23280518691516,114.485,17.566622257529797,
217,070890,21.522039050029747,151.565,40.31168064073453,
218,070910,,,0.03485292067475254,
219,070920,46.30162822105501,481.713,24.732026807173828,22.354181846867327
220,070930,17.479275842051855,1797.484,61.605542554717275,38.18192540239579
221,070940,24.051155919658907,163.14700000000002,38.73742741113242,88.27437832139113
222,070951,19.1932997858224,34310.941,57.242030676075295,0.4535958369664067
223,070952,2.3110667762293025,866.971,83.40012421885008,
224,070960,30.482880522598876,15029.206,46.362626794491035,98.52715439524883
225,070970,19.4003814707397,0.002,50.49667052959168,100.0
226,070990,17.560909771949508,830.718,47.87524079277573,11.869972722391955
227,071010,1.6538888108696266,705.3249999999999,70.70324547183866,9.816325807251976
228,071021,9.725882044299063,27350.937,62.99979815232676,3.7700061244702514
229,071022,16.624373024296627,25551.132,61.507828661073205,11.600679766360253
230,071029,14.88583108244643,917.0,19.102508742110757,8.15081788440567
231,071030,13.188206189232341,7283.374,59.803637276696755,54.34404439480933
232,071040,8.231677811903818,2808.0389999999998,38.79762107780308,
233,071080,19.636784871704563,86546.424,44.10497797828453,21.928302895565043
234,071090,14.927779548093683,39800.11,63.69598587840627,2.537829669314984
235,071120,15.850729119978096,28512.197999999997,68.38260963361344,
236,071140,8.558571391634882,162.148,22.1154522202345,26.163751634309396
237,071190,4.010702591446286,2875.4260000000004,24.61951787536532,46.82613984849549
238,071220,3.809044033325205,852.425,23.113732009301685,5.37126433410564
239,071230,3.9803428742358684,9553.967999999999,11.092378525678514,0.07283884559797563
240,071290,10.785257672059334,47575.06,28.99499714869983,10.359919672197996
241,071310,4.968727864737641,3945.799,13.038533982788456,0.16744390679809085
242,071320,3.5227624493033556,130.645,3.1059434124492564,0.07577787133070535
243,071331,2.4311339294225967,39.687,0.5617037723584689,8.642628568548897
244,071332,3.3965963091215503,14.819,2.240017223470645,
245,071333,2.4332124336265175,2344.645,7.0879094231729205,3.545952585572656
246,071339,16.736641149981864,2882.858,2.110511148253506,
247,071340,1.7822341459360798,691.5469999999999,1.6064117636053814,
248,071350,1.2368897084322918,667.433,38.35548484811735,0.20361594347297782
249,071390,2.7743864773501548,1034.321,2.080970142037555,0.0077345427580025935
250,071410,5.087932577837281,0.55,0.7026713172274964,100.0
251,071420,4.384549567268043,578.2860000000001,24.037835507882225,3.8529378196947524
252,071490,29.30371554655521,222.684,13.656278904981301,
253,080110,8.990107972683223,235.558,4.683756357585489,1.2612604963533398
254,080120,15.759093571950963,434.048,21.273384923894216,31.924349380713657
255,080130,12.166722075376637,1611.232,5.167817154920614,65.43557973029334
256,080211,0.7438922869127613,408.9189999999999,3.5068580931316693,
257,080212,0.9401822400382833,14818.078000000001,18.622884558186513,
258,080221,0.015616541752977432,0.196,34.21482948340971,
259,080222,0.3633816788301441,444.694,16.515065971790364,32.63525030695264
260,080231,6.233369122153181,2.3280000000000003,5.996073057188809,
261,080232,0.574560342941698,491.561,14.678893637514454,0.07038800881274145
262,080240,4.24541994035344,9548.939,46.82788477917768,0.4002224749786338
263,080250,0.13905553802790183,406.122,10.600904602638254,
264,080290,23.86049850309802,9554.630000000001,8.159889640177056,1.7257811134497096
265,080300,18.945024649999322,2.034,10.981683175095931,6.145526057030482
266,080410,3.5921938714541795,339.007,4.5649618187085235,3.8987395540505068
267,080420,8.029785490947654,2688.15,16.8450509316996,0.853821401335491
268,080430,33.01137820636665,122.743,9.8032780547337,23.630675476401912
269,080440,37.76747385402195,0.147,17.084376112777523,
270,080450,21.315823528228027,210.813,10.308984820367977,27.548111359356398
271,080510,4.178534464002599,317.439,36.03176455443035,0.08442566918368569
272,080520,10.203650633557524,1547.205,33.48360837266614,
273,080530,24.710685526802326,1244.894,29.827945763142544,
274,080540,3.1338566942298147,419.26800000000003,26.068205582279457,
275,080590,18.999612660039812,762.148,32.3081424393752,
276,080610,22.28007873761724,2670.167,19.015014359423457,
277,080620,3.1550765999014607,331.69399999999996,7.663744782566638,0.018390444204598216
278,080710,22.189174156922107,212.287,37.02905373076525,
279,080720,44.36474267944676,,8.429428012362568,
280,080810,2.365381782660113,91.57199999999999,34.779364789524166,
281,080820,4.060567665688425,223.307,41.892461938407116,
282,080910,0.30102718337819573,23.541999999999998,61.92747257279414,
283,080920,2.863506150053852,2.034,9.676913755508835,
284,080930,2.7335808870525993,18.912,57.55476465352763,
285,080940,4.2958300676229095,0.651,25.17345894926319,
286,081010,29.414308673478995,38.609,39.95628209863994,
287,081020,22.878886791221912,48.925999999999995,43.515069981560785,99.93459510280833
288,081030,10.333648241315785,,71.76142824436964,
289,081040,34.188604463256276,115.66699999999999,22.593884930499517,63.27733925838831
290,081090,3.9599374745400926,79477.671,15.035974477984604,0.02761781985282382
291,081110,24.591856184518612,2016.4430000000002,24.40674356419126,12.3404430474851
292,081120,11.275511804022651,2712.087,43.53886318392002,15.724938027430536
293,081190,18.826489100238394,19123.199,21.967831300562917,0.2869760441231616
294,081210,12.574700346887393,8804.711,68.29560399314364,
295,081290,11.487702303998102,56.552,19.923110775317266,
296,081310,13.446324233863985,269.675,7.672510906511483,43.12227681468434
297,081320,3.3278911795154937,727.096,16.595256951043762,30.767876594012343
298,081330,25.6859643180759,1152.165,37.288022292394864,
299,081340,16.12125407070476,10538.65,26.374462419626752,0.16454669241316489
300,081350,3.3308662380277765,665.491,69.19358984951579,34.11856809483525
301,081400,10.029285419000178,2672.509,37.13378621510118,3.0465379162427517
302,090111,20.35874437813899,12430.359999999999,6.190526294279957,0.8793631077458739
303,090112,40.528346952646324,89982.66500000001,35.49865883003341,
304,090121,13.632718565867243,209963.43099999998,59.944203084563284,3.2439596588607853
305,090122,16.3811264822674,13317.077,52.81433165165262,3.321554722556609
306,090130,2.7289305191755067,565.509,45.18122195066913,26.35201208115167
307,090140,0.00047083306848973226,,60.40679977117512,
308,090210,9.538397919754562,5138.039,17.36305934695014,3.1436896450182648
309,090220,12.354281422020613,3481.223,5.884316571735736,0.04785674459809096
310,090230,7.927980004694998,26405.315,19.203775937242103,0.22358377470596355
311,090240,4.573233952624616,10026.536999999998,2.8444618304495104,0.42017498165119227
312,090300,2.1981829821737495,17.148,3.531447700727139,
313,090411,14.627798054867528,2562.171,6.8856683302128765,0.7053003097763577
314,090412,24.884821179916177,3678.202,21.071923220758332,0.2858461824554497
315,090420,17.46116507740723,91136.38200000001,12.739090395892836,0.027679395918964605
316,090500,35.5185921279073,6260.6720000000005,14.024545104545961,4.348558748964967
317,090610,14.524375200820053,103.43599999999999,2.472737088312488,18.841602536834372
318,090620,29.794115547354068,596.654,20.432361979800916,28.188196173996992
319,090700,3.031950550897635,1170.124,2.8176855085896464,21.724791560552557
320,090810,7.110875902813935,152.37900000000002,12.276125440936474,2.014057055106018
321,090820,4.069278418024059,,10.39338082989093,
322,090830,2.322553413497363,456.279,1.9926812989598877,2.708868915729192
323,090910,7.6523947581302725,3792.144,16.409861482315154,0.18575243978076783
324,090920,4.1545298311266565,599.046,19.164407744794975,6.363618152863052
325,090930,7.052694333685578,433.025,4.0828205879407875,4.4096761156977085
326,090950,,,0.42977479800584506,
327,091010,11.718307148278479,1201.844,10.147856814016452,1.892342100971507
328,091020,8.022806987917207,19798.113999999998,31.52879609912172,14.679160853402504
329,091030,14.8604133550855,1062.853,6.911410579777559,0.43703127337458697
330,091091,13.471261495619654,28218.47,45.76472323287959,0.03172744659791973
331,091099,10.931686511982003,11029.777,24.63962260092913,0.6551447051014722
332,100110,1.7554009284905008,42.163999999999994,31.43695493525443,4.001043544255764
333,100190,1.259621906237036,120503.06599999999,31.084018268322232,
334,100200,28.094437430353224,40109.118,69.01213537245245,0.0061931055178027095
335,100300,1.386040339326264,588.5089999999999,44.869175969489845,0.012913991119931897
336,100400,35.76582572217154,6184.138,32.6879398547742,
337,100510,2.9332269335734056,5233.067,49.73137746812809,
338,100590,0.5739104436321684,7612.286999999999,11.162338229847585,0.4553821998566266
339,100610,0.015906987594516423,42.387,5.5039649178750185,
340,100620,2.733269605268514,996.1,16.857238676585066,0.00783053910249975
341,100630,4.8347537516254055,31382.887,6.054566077007226,1.3195344328901288
342,100640,1.022982415434958,70.914,7.476778452525906,
343,100700,0.00989891429634599,32.061,2.6831893709784014,
344,100810,4.021505632408771,391.62100000000004,30.106764430798265,35.3979995965487
345,100820,1.6871696349973642,617.847,16.529999237741734,
346,100830,5.271601956278457,1.656,11.141496245432386,
347,100890,14.380922434200311,1235.109,53.531196482699336,3.5410639870651095
348,110100,4.431618134428163,40138.977,24.045924728901888,1.1392716859724652
349,110220,25.565778887428124,1368.71,20.930859068616872,18.828751159851247
350,110290,9.948518183098741,5805.054,39.958478130734,14.208532771615905
351,110311,7.651933825442464,1650.3509999999999,61.642073765431945,
352,110313,3.2893634092259045,1149.933,31.519186694430317,
353,110319,49.81639113495625,812.7819999999999,19.88739722389869,25.874342689675707
354,110321,4.228985504278478,1005.3709999999999,55.53385417479616,0.26517574109458103
355,110412,24.320169889124465,9788.983,32.49771358964108,0.04686901591309332
356,110419,6.597258442742358,585.194,76.03967599421512,1.3764666076548975
357,110422,39.13571225756825,1976.739,14.496806912359409,
358,110423,21.532858703638528,167.81400000000002,20.671815025726218,
359,110429,4.50529093406626,3483.978,28.184172560548443,0.11621772582949721
360,110430,9.937687791296069,115.08600000000001,60.134120933032676,
361,110510,6.49155432248128,3059.585,71.16323076967261,13.480292261859042
362,110520,8.743682310056746,70275.632,77.64533166446157,23.547879299043515
363,110610,20.35384041390663,1217.5980000000002,41.03698309781081,
364,110620,18.456931512595965,771.311,9.78729620638736,
365,110630,5.352489347038729,1078.969,33.83079809573718,0.5257797026605954
366,110710,5.6654171591467515,50594.73700000001,51.34430810090145,1.7827051853239197
367,110720,3.9940217991474687,6631.531,63.42849382563864,0.4399134981047363
368,110811,5.416470225812642,6725.887,82.27708585969712,0.062147936770272826
369,110812,3.423266732005891,5545.858,42.61337085131509,2.248146274210411
370,110813,14.335354587885869,154025.55599999998,95.40674053406923,26.700539876642292
371,110814,2.8803935231907385,902.846,1.6863549474511568,4.338170629321058
372,110819,15.420395761931301,21445.925000000003,49.77881918675687,3.4522968815754034
373,110820,23.59367648137833,29946.449,64.94086758131898,48.32256405425564
374,110900,22.791112677271528,168053.60499999998,60.72472325822055,0.608020280195715
375,120100,0.5483070751447405,39.343,0.9371886382291645,
376,120210,0.10017284296957893,0.92,4.383326010824938,98.58695652173914
377,120220,0.3378003713773027,5.324,5.572041129343178,
378,120300,0.3707634192528634,,0.6626386015300318,
379,120400,8.341909977885567,144.862,16.06589276667124,28.083969571040022
380,120500,1.7014485009035754,2462.103,30.382498267456647,0.8837160752413689
381,120600,2.4260031112745843,70314.865,54.29023293401389,1.278391133937326
382,120710,1.3779412636878718,23.973,5.317795861168857,
383,120720,5.90730169236641,161.023,18.161575548135758,
384,120730,0.00306905773531093,,0.2914866798588996,
385,120740,2.0599055204413848,320.07800000000003,1.8320243216069108,67.51354357375389
386,120750,23.58066729034793,1870.1,25.125441930706167,0.017699588257312444
387,120760,7.961522589077938,2731.836,10.829367822780261,31.704502027208076
388,120791,8.610131714754997,12967.350000000002,74.96905459055621,43.94867879713279
389,120799,12.92910537604797,13255.19,24.891391626706376,18.126499884196303
390,120810,1.942263354401919,506.819,18.135297043725153,54.341490749162915
391,120890,5.020316971778435,932.959,54.48627805704619,
392,120911,0.024877529814345996,165.83100000000002,97.87113296910441,2.3946065572781925
393,120921,8.910308292046034,959.652,33.76876177100998,
394,120922,8.913793591525383,4325.345,61.008019411085535,0.1474795652138731
395,120923,17.29651620127728,5850.762,61.98738999700445,2.577818068825907
396,120924,1.029430702505129,330.17,44.54972767290906,
397,120925,5.027099448089334,3479.852,54.896214780217655,1.6918535615882517
398,120929,5.228444509889721,5624.474,52.52218498272491,0.6683825011903336
399,120930,16.896305980552402,27174.671000000002,39.57279475726072,44.890968505193676
400,120991,7.919973331252746,192724.205,49.87291376662481,63.09141967922505
401,120999,5.0572006172707935,5387.715,29.621962830704675,65.83755822273449
402,121010,18.15063520748473,1597.2179999999998,67.44350018867587,
403,121020,8.2171932159459,19598.004999999997,50.89166845930112,4.071261335018539
404,121120,3.4259688452677857,284.393,0.8560641723043583,
405,121190,12.81185986892243,52132.699,20.22776879831629,0.05687025718733649
406,121220,13.884361076978378,,4.001471190577694,
407,121291,0.010069786430706152,0.001,96.14642369722189,
408,121292,2.974006603455779,818.894,32.856708101772355,
409,121299,9.23691137769776,8756.611,13.660920397680249,
410,121300,2.113497415422246,54.212999999999994,55.335406229078465,
411,121410,7.6936502607126425,4035.8510000000006,55.442237372619864,0.014371194575815607
412,121490,4.434959960144822,1299.031,17.40054547992383,30.960539047951897
413,130120,14.133116496404643,51186.276,48.52612582998227,0.28940374564463334
414,130190,6.182830031301634,8147.322,13.679706355837142,0.02738323095613503
415,130211,0.4228863870945893,15.295,7.210087284677918,
416,130212,13.582202551159881,7724.352999999999,33.247894552088,0.0635263561880199
417,130213,1.3244411124103441,3689.988,44.49845043710244,0.017669434155341425
418,130214,11.97067793187903,217.744,60.873132625848626,
419,130219,25.21414565404661,218684.997,31.650686764986947,0.6632809840173901
420,130220,14.245767892682634,80571.517,66.79056638609869,0.03207957472117597
421,130231,14.579524666996607,14890.542000000001,27.356647108705364,0.07542371526838983
422,130232,20.545228655121004,61461.767,39.75216505536232,4.8675756425942
423,130239,9.38281207924637,38205.805,29.949829365977752,0.20673559947238385
424,140110,12.487693417508801,1283.712,11.653216377353333,13.438060873466945
425,140120,2.36139106606215,15.609,11.240256079958137,8.89871228137613
426,140190,1.9991710124507047,86.08500000000001,30.542324138392445,13.471568798280767
427,140420,11.138183843577766,,1.093587352173671,
428,140490,8.93606600498461,6562.144,11.751403094349218,44.996863829870236
429,150100,10.925544444235936,145.843,76.52277400378985,
430,150200,42.517067695978696,103.76,14.54391447231341,
431,150300,22.598247235013222,0.726,62.85316065303624,
432,150410,5.626131247825113,1912.3949999999998,15.159346351009564,0.07090585365471046
433,150420,6.413440755142304,4564.09,18.1819332929972,3.4554533324277132
434,150430,11.298470106138101,2.636,44.30266761587593,
435,150590,10.513451458496089,6842.314,26.03904960645633,0.6447818676547145
436,150600,20.322270884804,79638.002,74.59452608402165,99.96286697398561
437,150710,0.37639832058270295,636.192,13.573930457380065,92.60977818017203
438,150790,6.697071693725267,2079.185,17.69764639591736,91.01926956956693
439,150810,5.521118563604994,282.854,2.5489651328811846,
