Product,Value_EU,Value_NLD,Percentage
71080,86546.424,18978.162,21.9283029
840310,86363.36,8040.559,9.31015074
320820,86317.175,11753.254,13.61635619
330790,86205.587,1651.681,1.915979065
900290,86129.631,6572.525,7.630968487
930690,86080.928,1912.823,2.222121722
730441,85655.106,83.93,0.097985986
190220,85417.804,1355.154,1.586500632
252010,85101.09,16.825,0.019770605
901910,84720.001,3849.733,4.544066283
391910,84537.668,1683.513,1.991435345
870891,84504.98,204.625,0.242145492
281122,84500.39,1831.933,2.167958041
741011,84473.316,30793.224,36.45319665
860719,84435.785,161.083,0.190775748
391810,84408.072,6527.595,7.73337768
400920,84343.186,38.7,0.045883967
390190,84270.267,6762.48,8.024752075
852190,84209.405,639.949,0.759949557
851130,84034.277,365.824,0.435327123
360200,83991.151,9.091,0.010823759
843031,83853.51,87.626,0.104498905
370590,83761.962,1816.275,2.168376858
844350,83625.338,3851.102,4.605185572
848299,83531.57,507.594,0.607667257
740929,83313.803,7291.108,8.751380609
850213,82922.111,3192.738,3.850285481
846021,82822.24,22.318,0.026946868
381511,82820.61,2478.391,2.992480978
620342,82775.309,772.941,0.933782077
292520,82764.027,43.055,0.052021393
940179,82607.278,1535.679,1.859011745
852510,82532.47,426.001,0.5161617
381190,82280.522,181.274,0.220312166
845891,82205.734,,
871690,82152.971,4416.108,5.375469622
292410,82101.265,1774.3,2.161111647
750620,81923.808,41.563,0.050733726
680293,81901.846,41.659,0.050864543
900219,81852.476,3005.668,3.672055076
841340,81779.85,66.787,0.081666816
450410,81643.622,73.098,0.089533019
843920,81617.824,10.917,0.013375755
750712,81581.454,142.054,0.174125359
481920,81398.355,2572.277,3.160109317
840390,81258.299,14270.298,17.56164992
293791,81158.565,147.18,0.181348697
845730,81058.601,23267.161,28.70412358
392590,80880.979,2046.084,2.529746827
620193,80868.617,267.855,0.331222432
842430,80855.244,7700.234,9.523481248
350300,80759.593,14493.615,17.94661719
820559,80736.98,3622.39,4.48665531
761290,80666.029,2518.932,3.12266766
130220,80571.517,25.847,0.032079575
853321,80450.005,30.179,0.037512739
730830,80415.634,15631.787,19.43874123
381230,80031.848,19316.969,24.13660247
902580,79670.221,1089.933,1.368055701
150600,79638.002,79608.43,99.96286697
810419,79610.182,321.377,0.403688312
10111,79571.459,5197.615,6.532009172
81090,79477.671,21.95,0.02761782
70320,79433.759,,
290516,79432.979,59982.906,75.51385678
846420,79320.805,191.547,0.241483934
940180,79133.828,4652.969,5.879873523
844400,78993.959,505.785,0.640283139
848410,78925.226,1779.067,2.25411708
281820,78766.499,422.485,0.536376512
731100,78651.833,627.599,0.797945802
691110,78565.183,126.525,0.161044619
730630,78370.397,332.226,0.42391772
843860,77656.212,22138.514,28.50836196
847740,77582.297,609.079,0.785074719
970200,77311.889,7364.616,9.525851839
730449,77298.589,2827.511,3.65790765
851830,77294.24,647.326,0.837482845
854320,77221.542,928.999,1.203030885
630231,77083.84,20.476,0.026563285
190230,77068.333,716.037,0.929093665
851531,76554.204,409.541,0.534968661
330290,76537.938,3273.406,4.276841114
340490,76231.745,12244.307,16.06195293
843061,76194.335,242.376,0.318102389
940310,76176.741,7618.528,10.00112095
691490,76126.803,110.23,0.144797884
860210,75878.05,,
732020,75791.745,733.736,0.968094876
847940,75764.858,97.13,0.128199277
740710,75710.528,54.157,0.071531663
846490,75535.412,2832.778,3.750264843
841583,75467.186,3734.53,4.948548101
722830,75434.051,,
252330,75193.566,4453.47,5.922674288
730729,75038.846,8431.378,11.23601768
292141,74936.125,9060.362,12.09077998
732393,74810.681,538.78,0.720191279
843280,74780.563,13257.354,17.72834206
321519,74628.186,4315.088,5.78211562
732090,74621.502,490.388,0.657167153
760421,74374.229,723.252,0.972449745
853120,74273.611,1417.812,1.908904092
842790,74238.542,50868.666,68.52056173
722692,74219.407,,
540490,74183.291,5122.96,6.905813871
40610,73985.156,16627.26,22.47377839
846594,73861.307,773.705,1.047510573
848490,73854.398,2893.594,3.917971141
846150,73638.402,1926.868,2.616661888
853921,73634.133,126.208,0.171398772
310221,73633.292,10283.102,13.96528896
292143,73258.898,,
811300,73214.17,206.266,0.281729616
540210,73134.902,45030.417,61.57171989
340600,73030.927,3154.095,4.31884837
860799,72978.65,17.21,0.023582239
711620,72851.33,93.309,0.128081395
160100,72811.776,191.832,0.263462877
680421,72757.515,411.133,0.5650729
392113,72653.966,1154.824,1.589485149
270730,72564.113,13948.944,19.2229236
611030,72514.847,105.034,0.144844821
847340,72367.315,749.199,1.035272623
940110,72350.377,206.063,0.284812614
620431,71999.878,53.033,0.073657069
844010,71994.659,1991.548,2.76624409
846410,71806.05,6.683,0.009307015
850161,71757.486,1234.2,1.719959922
740931,71587.566,2.878,0.004020251
940169,71117.6,3151.344,4.431173155
390210,70959.757,4111.34,5.793903719
721420,70947.645,12.737,0.017952675
901510,70913.243,58.647,0.082702465
620442,70874.847,154.385,0.217827631
442190,70336.034,406.86,0.578451722
120600,70314.865,898.899,1.278391134
110520,70275.632,16548.421,23.5478793
730512,70269.61,,
650590,70239.403,396.599,0.564638911
901820,70090.798,923.927,1.318185877
870210,69745.213,16.111,0.023099793
841920,69648.456,873.788,1.254569089
732619,69634.139,342.419,0.491740122
390120,69374.963,504.922,0.727815884
721934,69316.64,202.272,0.29180872
620444,69121.794,45.35,0.06560883
420100,68971.168,1097.935,1.591875318
750300,68691.344,186.902,0.272089595
51199,68510.129,9476.522,13.83229332
710610,68444.965,179.485,0.262232584
482390,68349.152,1234.273,1.805835133
690210,68208.558,5.68,0.008327401
370130,68129.113,5141.103,7.546117619
842911,68123.175,2414.835,3.544806888
190190,67921.124,1455.294,2.142623553
850431,67877.171,945.534,1.393007378
853810,67864.026,2753.393,4.057220242
846210,67789.258,460.184,0.678845017
281129,67625.938,747.451,1.105272654
282110,67516.053,231.277,0.342551126
731511,67285.464,5131.046,7.625786752
760719,67185.766,2388.886,3.555643021
903210,67178.326,574.032,0.854489884
390461,67121.156,12287.136,18.30590641
740940,67095.339,,
721049,66889.983,17047.876,25.48644092
722870,66850.955,35.094,0.052495884
621420,66830.668,4.929,0.007375356
410439,66753.306,2794.318,4.186036868
680510,66594.508,374.658,0.562595943
721632,66418.059,10.284,0.015483741
320910,65824.358,12166.242,18.48288744
720922,65772.664,3382.027,5.141994857
292219,65714.92,204.94,0.311862207
843699,65688.277,27485.143,41.84177795
732620,65586.323,2782.961,4.243203267
830120,65525.954,26.792,0.040887615
854420,65507.284,2219.85,3.388707125
846593,65486,228.909,0.349554103
901310,65250.539,30.532,0.046791951
846799,65183.153,2728.979,4.186632396
10600,65159.169,32466.411,49.82631224
290420,64776.919,,
740729,64762.44,28.663,0.044258678
720292,64680.02,14217.414,21.98115276
290519,64499.247,451.927,0.700670195
847193,64467.404,3475.699,5.391405244
842542,64443.863,22482.72,34.88729408
480300,64442.548,63.257,0.098160302
680690,64179.635,5446.284,8.486000271
440890,64090.859,1823.36,2.844961089
871639,64021.128,2592.572,4.04955689
901290,63900.79,20562.859,32.17935021
851610,63718.257,1265.259,1.985708743
390410,63699.44,44.777,0.070294182
730721,63697.799,794.169,1.246776203
847520,63681.203,17.965,0.028210836
720241,63669.851,399.081,0.626797446
830710,63659.206,18052.496,28.35802885
321290,63472.696,2275.92,3.585667765
846592,63466.351,11.328,0.017848828
901190,63359.797,818.967,1.292565694
420500,63147.297,250.255,0.396303582
850730,63028.502,384.06,0.609343373
960321,62875.093,3246.427,5.163295743
830241,62748.935,1552.569,2.474255539
620462,62663.185,247.439,0.394871407
842810,62303.446,8987.325,14.42508493
280700,62123.774,962.852,1.54989296
480620,62121.173,40.388,0.06501487
851810,62019.974,181.013,0.291862425
842010,61967.471,905.693,1.461561986
853110,61809.786,4583.896,7.416133102
390230,61774.408,17062.845,27.62121978
590310,61745.368,3878.252,6.281041195
721935,61542.059,352.196,0.572285045
760820,61523.36,253.232,0.411603007
130232,61461.767,2991.698,4.867575643
680299,61241.735,11.984,0.019568355
845522,61203.587,27.792,0.045409103
392410,61172.435,4091.375,6.68826572
160241,60728.31,,
700529,60636.077,244.727,0.403599659
50400,60407.287,5002.744,8.281689592
160413,60300.344,,
846291,60208.6,78.451,0.130298662
292800,59951.102,676.534,1.128476337
680530,59947.172,2023.426,3.375348549
851110,59847.202,144.954,0.242206812
291733,59734.195,1440.007,2.41069123
350290,59706.09,30.163,0.050519135
491191,59701.722,3261.362,5.462760354
721320,59605.305,,
870310,59079.118,3.991,0.006755348
721922,59070.464,85.331,0.144456289
392099,59067.682,1435.076,2.429545145
850910,59058.564,135.513,0.229455291
640411,59053.744,390.795,0.661761598
690220,59001.126,7065.725,11.97557653
391729,58852.164,991.618,1.684930396
731029,58761.26,897.368,1.527142202
848060,58582.082,1087.218,1.85588829
848079,58549.437,830.443,1.418362059
901600,58442.352,37568.107,64.28233244
843840,58341.25,1195.376,2.04893793
701399,58231.228,357.771,0.614397141
961610,58109.232,381.42,0.656384514
721633,58019.118,9.431,0.016254987
846090,57990.29,75.583,0.130337338
731819,57742.676,1816.068,3.145105364
841821,57650.799,7.065,0.012254817
810990,57624.195,18.285,0.031731463
940490,57605.792,1766.284,3.066156959
620111,57463.126,136.693,0.237879506
293792,57123.195,21330.815,37.34177509
480610,57067.27,,
843039,57054.163,16.781,0.029412402
220429,56691.396,21.52,0.037959905
292212,56690.584,,
220510,56627.225,15.54,0.02744263
293229,56599.774,7636.564,13.49221642
850820,56385.38,20.971,0.037192265
292090,56310.77,429.792,0.763250085
846239,56310.421,7.161,0.012717007
845150,56241.199,5528.065,9.829209011
900510,56088.545,57.502,0.102520042
281830,56013.266,2986.97,5.332611742
950612,55994.481,107.58,0.192126078
200190,55883.787,611.598,1.094410441
481390,55683.17,23.804,0.042749003
846691,55636.754,517.954,0.93095654
842410,55542.154,351.357,0.6325952
290514,55495.376,52949.147,95.41181773
280461,55451.429,2.709,0.004885357
293628,55415.599,989.793,1.786127043
854110,55385.35,527.325,0.952101955
591000,55335.691,11583.362,20.93289483
853222,55315.994,135.691,0.245301567
210220,55061.124,268.917,0.488397222
380110,54994.256,489.252,0.889642002
340111,54903.558,703.117,1.280640136
902480,54842.821,3857.779,7.034246105
284210,54827.724,8146.464,14.85829322
151800,54403.58,17234.812,31.67955491
853340,54377.171,1392.449,2.560723507
391690,54374.259,2403.792,4.420827142
290124,54189.142,32555.336,60.07723097
271311,53928.862,24071.389,44.63544771
731512,53845.607,880.753,1.635700755
843991,53808.442,467.525,0.868869238
820820,53791.764,12.17,0.022624281
846330,53708.998,261.552,0.486979854
701990,53702.488,2586.251,4.815886743
292320,53697.162,11608.719,21.6188688
590390,53696.719,1894.685,3.528493054
721933,53582.887,0.953,0.001778553
270791,53369.167,,
854049,53301.985,219.991,0.412725717
730722,53298.799,185.445,0.347934669
392329,53250.382,2269.705,4.262326231
30239,53247.106,,
291540,53088.063,28315.57,53.33698086
841710,53079.298,42.114,0.079341667
381600,53058.065,456.864,0.861064194
392321,53030.912,4570.642,8.618825941
820740,52869.536,114.387,0.21635711
730431,52226.981,6065.658,11.61403145
121190,52132.699,29.648,0.056870257
842420,52003.423,1799.748,3.460826031
300450,51860.363,429.524,0.828231765
722300,51846.863,2300.756,4.437599243
821210,51561.807,2052.957,3.981545876
850140,51404.827,427.911,0.832433499
851180,51318.519,135.517,0.264070364
845430,51301.554,22.175,0.043224811
130120,51186.276,148.135,0.289403746
940520,50921.869,1043.622,2.049457376
392490,50855.895,5741.422,11.28958993
291612,50821.815,28.928,0.056920439
480799,50813.044,45833.864,90.20098068
850520,50772.597,568.457,1.119613795
110710,50594.737,901.955,1.782705185
870332,50380.867,4349.014,8.632273041
400930,50346.893,112.929,0.224301825
700729,50289.186,741.035,1.473547414
842511,50247.865,788.827,1.569871675
481121,50240.08,300.475,0.598078267
190490,50221.019,1691.877,3.368862348
280300,50166.399,16822.004,33.5324128
293369,50094.913,105.388,0.21037665
731822,49860.051,779.681,1.563738874
720249,49848.367,,
722790,49721.995,1078.075,2.168205439
570320,49627.37,32832.101,66.15724549
200899,49607.962,2398.453,4.834814621
390390,49562.499,10138.371,20.45573005
291614,49428.329,2334.295,4.722585301
200210,49284.949,353.16,0.716567648
390290,49250.237,13145.27,26.69077511
740721,49163.999,18.561,0.037753235
960350,48830.426,2089.169,4.278416494
871420,48787.259,1265.075,2.593043811
810191,48675.897,38.431,0.078952834
480439,48639.1,617.955,1.270490202
285100,48613.898,595.662,1.225291582
842539,48567.256,1754.358,3.612223841
730490,48438.781,115.079,0.237576169
680292,48417.22,120.071,0.247992347
870919,48332.618,24536.071,50.76503615
732111,48293.075,708.27,1.46660779
283699,48233.098,1334.144,2.766034228
842699,48207.529,1170.16,2.427338684
390220,48113.982,79.602,0.165444631
260112,48075.045,,
40310,48002.241,,
200960,47882.204,11.695,0.024424523
71290,47575.06,4928.738,10.35991967
870911,47525.162,280.469,0.590148435
821192,47495.926,61.094,0.12862998
820220,47380.074,19.086,0.040282757
820320,47099.841,676.117,1.435497415
700220,46979.666,2417.179,5.145160036
390590,46944.273,5675.349,12.08954498
850211,46832.641,4824.377,10.30131314
940120,46832.637,1097.085,2.342565079
842381,46594.028,588.959,1.264022505
854190,46471.437,630.993,1.357808238
340211,46435.133,3546.243,7.636982541
850810,46372.48,63.485,0.136902318
843221,46370.744,619.365,1.335680532
391733,46315.634,4171.895,9.007530805
845961,46308.934,7.88,0.017016155
620469,46239.192,39.342,0.085083667
190410,46122.028,859.843,1.864278388
291631,46021.509,17537.381,38.106923
481310,45924.79,312.748,0.681000392
400270,45879.608,26545.947,57.86001267
940599,45777.38,1113.328,2.432048317
853530,45682.722,2399.377,5.252263646
151000,45661.948,,
440920,45631.362,1438.076,3.151507948
851829,45533.698,74.73,0.164120208
732290,45532.283,181.295,0.398168043
621410,45419.098,14.219,0.031306214
620630,45412.086,196.692,0.433126987
841280,45341.227,1392.712,3.071623977
850990,45304.65,901.64,1.990170987
220190,45234.262,3.465,0.007660123
293329,45145.394,362.157,0.802201438
151919,45009.952,17800.834,39.54866248
853931,44918.267,32.889,0.073219655
691390,44905.708,1008.775,2.24642934
481320,44779.954,16.341,0.036491775
901480,44522.569,2851.654,6.40496284
350610,44282.043,760.581,1.717583355
291219,44244.852,79.448,0.179564393
170290,44134.204,21141.716,47.90324529
290619,43942.344,162.941,0.370806346
871680,43882.781,11130.837,25.36493072
840790,43751.945,47.467,0.108491177
854130,43739.965,154.169,0.352467132
392091,43512.735,719.51,1.653561883
291739,43508.667,107.142,0.246254384
732392,43416.718,310.398,0.71492737
210610,43257.904,9466.183,21.88312915
441820,43254.377,41.997,0.097093064
851629,43232.151,1923.978,4.450340674
850120,43184.888,5438.683,12.59394953
430310,43156.616,7.723,0.017895286
843069,43092.192,815.643,1.892786053
400259,42822.42,59.067,0.137934755
600249,42709.018,4.114,0.009632626
731821,42639.99,488.989,1.146784978
731582,42540.582,604.681,1.42142155
391731,42519.475,223.147,0.524811278
701932,42479.892,9081.328,21.37794512
790390,42461.689,,
701910,42448.791,591.977,1.394567398
711790,42438.438,439.928,1.036626277
843490,42394.222,14524.878,34.26145667
761510,42302.789,162.316,0.383700469
310420,42242.199,166.207,0.393461998
391231,42197.902,15045.245,35.6540119
720521,42106.764,171.503,0.407305107
293930,42061.123,293.187,0.697049862
480100,41961.893,103.009,0.245482252
950510,41801.529,265.268,0.634589228
843049,41746.026,1358.937,3.255248775
842330,41744.568,8278.264,19.83075738
843229,41738.342,1851.681,4.436402864
292129,41615.479,13813.103,33.19222398
392069,41556.593,13.151,0.031646001
902221,41265.834,3647.514,8.839065266
848291,41227.82,208.84,0.506551159
900211,41220.693,557.593,1.352701664
820712,41186.679,75.467,0.183231573
853090,41168.707,964.248,2.342186749
940370,41133.146,2035.607,4.948823997
845011,41084.225,32.603,0.079356493
700600,41070.438,4802.536,11.69341316
848050,41027.231,2.862,0.006975855
610444,41020.597,22.412,0.054635967
401140,41005.223,9.407,0.02294098
800110,40976.652,0.25,0.000610104
293990,40963.798,,
841239,40962.296,1944.026,4.745891197
900912,40874.844,296.678,0.725820507
680221,40842.38,146.295,0.358194111
844120,40765.49,51.161,0.125500761
830160,40670.289,374.692,0.921291708
851519,40665.201,2016.743,4.959382839
480419,40581.255,8535.281,21.03257033
841690,40410.294,5600.558,13.85923597
220850,40365.15,12439.821,30.81822067
841460,40310.156,119.168,0.295627732
390519,40301.934,13622.782,33.80180713
730210,40189.393,97.552,0.242730713
740921,40146.732,19252.136,47.95442877
110100,40138.977,457.292,1.139271686
842919,40111.108,199.238,0.496715274
100200,40109.118,2.484,0.006193106
810310,40064.697,,
690320,40052.067,24.693,0.061652249
843610,40037.961,32951.68,82.3010942
710813,40019.773,7.467,0.018658277
291429,39997.823,254.304,0.635794603
292130,39961.244,2273.964,5.690423451
847751,39844.048,14728.016,36.96415585
71090,39800.11,1010.059,2.537829669
845190,39769.372,2468.124,6.206092467
640590,39751.863,134.628,0.33867092
843010,39577.072,12342.539,31.18608421
310210,39550.619,20253.982,51.21027815
846595,39525.044,38.663,0.097818993
294110,39497.899,,
290611,39423.046,24.268,0.061557902
200860,39292.862,156.152,0.397405514
480580,39281.281,243.963,0.621066813
821220,39204.951,641.764,1.636946313
284390,39122.405,108.004,0.276066873
843230,39112.945,5715.952,14.61396476
291811,39002.132,17439.676,44.71467355
390330,38970.796,18232.97,46.78623962
730640,38871.083,29.79,0.076637947
390450,38848.535,10.423,0.026829841
291560,38842.92,3090.586,7.95662633
721510,38533.817,7.562,0.019624321
721650,38388.609,89.222,0.232417903
721932,38372.33,26.627,0.069391147
482359,38353.114,316.906,0.826284927
846310,38324.42,,
330720,38308.628,2230.273,5.821855588
730610,38258.092,3.158,0.008254463
291815,38251.234,2138.272,5.590073251
720110,38249.894,0.192,0.000501962
620610,38214.218,61.628,0.161269818
130239,38205.805,78.985,0.206735599
400510,38001.037,1035.922,2.726036134
845510,37917.651,,
210210,37780.844,29.282,0.077504886
730511,37725.069,182.298,0.483227744
850611,37724.355,155.78,0.412942779
850511,37695.226,3316.033,8.796957471
681019,37694.518,189.82,0.503574552
842619,37685.206,3144.819,8.344969641
940421,37656.423,85.056,0.225873817
591110,37649.93,83.092,0.220696293
550310,37559.725,13654.418,36.35388172
610510,37549.128,120.764,0.321615991
850434,37507.451,36.871,0.098303134
854411,37446.035,104.698,0.279597025
491110,37291.586,1141.895,3.062071428
846031,37216.841,302.825,0.813677335
291619,37212.089,249.474,0.670411167
620590,37123.77,37.598,0.10127743
722810,37080.441,1.744,0.004703288
310290,37029.89,31577.312,85.27519795
701720,37021.071,648.489,1.751675417
200819,36916.851,139.518,0.377924975
401010,36896.093,140.489,0.380769313
853225,36813.683,15.21,0.04131616
293910,36762.214,17.572,0.04779908
320810,36716.031,2811.044,7.656176126
292151,36628.706,26.356,0.071954494
841932,36427.239,,
440910,36387.237,398.557,1.095320868
820760,36348.812,838.544,2.306936469
282510,36119.349,70.785,0.195975293
880520,36009.217,13567.43,37.67765903
370120,35727.283,35519.091,99.41727447
481950,35716.73,1075.64,3.011585887
854720,35657.059,98.362,0.275855617
392079,35630.348,527.615,1.480802264
842099,35619.45,249.893,0.701563331
292119,35595.354,106.569,0.299390196
441510,35512.889,21631.385,60.91136376
820711,35495.161,14.132,0.039813878
190211,35429.411,399.452,1.127458766
701810,35377.205,25.063,0.070845054
848240,35334.364,100.558,0.284589812
853990,35211.455,1104.317,3.136243589
440792,35161.252,6.187,0.017596074
847329,35150.567,318.529,0.906184529
842390,35089.766,1941.791,5.533781559
310430,35084.28,257.617,0.734280424
540720,35036.353,17207.759,49.11401309
841620,35012.865,3513.151,10.03388612
847050,34995.001,314.929,0.899925678
851440,34928.7,3320.678,9.507018584
591132,34714.042,198.334,0.571336521
841940,34701.295,720.247,2.07556231
820840,34602.895,101.427,0.293117093
842611,34545.533,22923.688,66.35789351
910111,34495.733,96.237,0.278982331
650100,34485.349,,
722699,34434.46,5.559,0.016143712
620341,34346.061,12.02,0.034996735
70951,34310.941,155.633,0.453595837
841810,34151.633,541.36,1.585165781
271500,34134.102,132.341,0.387709042
730451,34025.411,732.242,2.152044541
930400,34022.825,47.577,0.139838476
810510,34016.957,179.394,0.527366396
570242,34009.293,98.628,0.290003088
721240,33956.625,96.445,0.284024104
854310,33676.602,2.857,0.008483635
847930,33544.76,2939.565,8.763112331
680520,33544.599,23.823,0.071018884
252310,33515.918,,
721711,33464.912,5.432,0.016231927
401130,33457.556,33.434,0.099929594
701931,33383.544,175.291,0.525082058
401691,33322.575,246.221,0.73890148
910221,33276.412,1749.289,5.256843797
291812,33107,16.22,0.04899266
902890,32890.279,323.876,0.984716487
300620,32868.812,2278.86,6.933198559
846140,32826.796,24.133,0.07351616
620441,32815.132,9.078,0.027664067
293621,32809.774,7082.766,21.58736601
292250,32795.967,749.359,2.284912044
910229,32695.948,955.903,2.923613042
190120,32572.629,526.438,1.616197452
281810,32547.168,39.278,0.120680239
847431,32517.775,104.742,0.322106909
380890,32489.219,207.326,0.638137839
621510,32344.259,28.943,0.089484196
840590,32287.357,4913.552,15.21819206
200290,32275.713,626.565,1.941289415
820412,32272.963,154.874,0.479887762
160249,32254.303,382.096,1.184635737
292390,32221.028,1883.255,5.844801103
901841,32093.92,3571.435,11.12807348
620432,32047.715,38.853,0.121234852
600243,31999.666,1246.007,3.893812517
420211,31988.291,104.744,0.327444814
900580,31924.302,89.124,0.279172901
620439,31877.646,15.928,0.049966048
721050,31865.737,4212.856,13.22064511
844311,31766.035,6511.555,20.49848211
270400,31701.52,,
901811,31690.266,533.041,1.682033846
722230,31636.297,5.06,0.015994287
291529,31607.689,21219.452,67.13382937
620292,31602.114,55.225,0.174750968
842219,31397.569,3728.145,11.87399254
100630,31382.887,414.108,1.319534433
620192,31371.356,153.033,0.487811238
841720,31369.806,108.047,0.344429927
853080,31334.902,3690.397,11.77727315
845180,31268.909,8237.983,26.34560419
293629,31264.375,3121.078,9.982857486
841919,31262.582,4404.969,14.09022774
270300,31247.186,4582.906,14.6666199
851850,31226.084,776.259,2.485931313
847230,31192.133,7871.932,25.23691471
720823,31126.337,11020.533,35.40581405
940130,31077.777,308.904,0.993970708
620433,31069.606,51.984,0.167314642
842481,31021.304,4135.662,13.33168328
830250,30916.941,853.277,2.759901117
560741,30903.819,3.282,0.010620047
760200,30896.793,2198.728,7.116363177
283539,30679.964,74.272,0.242086334
960390,30582.48,516.681,1.689467303
930310,30536.407,,
902990,30431.615,4854.346,15.95165423
701790,30430.35,2774.146,9.116378878
291449,30401.75,7.546,0.02482094
721430,30385.569,,
920710,30355.692,1216.506,4.007505413
820810,30337.341,4945.755,16.30253291
854690,30325.82,320.806,1.057864223
930629,30307.476,19.144,0.063165933
854620,30305.843,103.717,0.342234334
901520,30287.305,3075.161,10.1533002
441810,30283.012,2.381,0.007862494
40410,30280.741,143.266,0.473125806
620463,30251.854,123.752,0.409072449
381900,30210.826,43.612,0.144358847
731814,30158.193,469.809,1.557815483
840130,30149.724,,
330112,30092.778,222.932,0.74081562
530919,30066.149,42.464,0.141235248
830890,30038.192,2564.625,8.537880709
40700,30010.882,18178.209,60.5720585
391290,29990.464,63.811,0.212770966
40640,29976.101,7.831,0.026124145
110820,29946.449,14470.892,48.32256405
740819,29903.755,43.428,0.145225909
851890,29697.654,308.914,1.040196643
640319,29679.578,401.727,1.353546873
480431,29651.937,1.633,0.005507229
290219,29466.384,6245.849,21.19652347
392051,29457.656,369.507,1.254366607
841510,29406.082,378.237,1.28625432
843420,29405.378,1198.535,4.075904074
870821,29400.225,38.413,0.130655463
390710,29282.279,3568.648,12.18705689
820830,29272.423,2115.041,7.225370445
290329,29214.897,5489.533,18.79018434
854520,29214.334,94.031,0.321865972
310520,29144.606,1474.113,5.057927357
283526,29137.047,21984.815,75.4531336
650610,29126.589,264.776,0.90905255
282200,29053.692,692.999,2.385235584
830140,29051.491,1307.774,4.501572742
851821,29034.075,240.315,0.827699866
847690,28933.012,9876.457,34.13559916
310590,28918.627,8225.49,28.4435703
850980,28880.996,259.336,0.897946871
902820,28868.33,121.68,0.421499962
284990,28862.938,1430.128,4.954894058
903220,28803.253,381.937,1.326020363
290549,28761.711,351.661,1.222670654
851679,28749.853,96.459,0.335511281
560490,28744.708,56.146,0.195326388
920590,28734.833,273.19,0.950727641
481910,28702.861,1427.353,4.972859674
721331,28690.709,237.338,0.82722947
841960,28601.562,4052.313,14.16815277
851420,28582.279,221.761,0.775868852
290543,28553.192,568.709,1.991752796
732599,28541.534,4762.335,16.68563084
330119,28527.18,113.884,0.39921226
71120,28512.198,,
853939,28507.541,1178.817,4.135105865
720842,28507.4,130.685,0.45842483
722920,28474.544,,
550490,28468.534,40.596,0.142599545
611090,28449.002,14.338,0.050398956
620461,28387.942,15.786,0.055608117
293420,28338.23,37.491,0.132298312
930100,28330.341,171.43,0.605110966
480421,28316.711,,
620339,28233.339,57.145,0.202402557
790310,28232.013,,
91091,28218.47,8.953,0.031727447
840910,28206.305,51.972,0.184256676
844839,28176.636,372.605,1.32238994
820232,28139.678,259.53,0.922292003
284690,28109.556,0.505,0.001796542
380190,28044.074,9.874,0.035208864
701339,27962.447,30.038,0.107422644
842091,27956.735,531.658,1.901717064
750400,27907.547,4.031,0.014444122
440320,27879.886,36.86,0.13221001
260111,27651.617,306.873,1.1097832
848041,27612.071,0.79,0.002861068
845090,27579.188,13.276,0.048137748
844849,27568.906,124.977,0.453325932
291411,27526.77,3484.841,12.65982533
293361,27455.171,17887.529,65.15176686
630260,27409.456,35.162,0.128284195
721660,27395.906,9831.81,35.88788047
482010,27391.768,365.324,1.333699964
71021,27350.937,1031.132,3.770006124
871200,27315.095,2235.858,8.185430071
30759,27274.666,,
811220,27267.655,544.249,1.99595088
610443,27248.762,136.087,0.499424524
120930,27174.671,12198.973,44.89096851
321490,27158.292,786.444,2.895778571
720529,27088.713,26.875,0.099211063
700231,27067.748,3097.224,11.44248868
903020,27021.004,347.122,1.284637684
850212,27001.107,464.889,1.72174052
392112,26935.826,50.957,0.189179274
240220,26897.824,279.631,1.039604542
902910,26888.186,1050.328,3.906280625
391220,26799.543,,
842549,26757.184,891.309,3.331101659
722990,26737.904,47.969,0.179404489
590320,26698.18,914.644,3.425866482
291900,26639.018,1248.206,4.685630679
701920,26557.251,2102.903,7.91837604
283531,26529.354,32.058,0.120839731
831120,26480.078,3191.938,12.05411102
844230,26440.222,5056.743,19.12519116
90230,26405.315,59.038,0.223583775
482110,26404.309,3237.44,12.26102906
200930,26366.529,80.366,0.304803109
854330,26360.09,644.203,2.443857362
761610,26355.107,243.644,0.924465987
560130,26339.862,21689.377,82.34430765
611430,26257.089,29.98,0.114178689
200892,26049.242,65.206,0.250318224
950629,25955.878,924.308,3.561073912
844090,25952.01,1384.756,5.335833332
848320,25786.175,387.82,1.503984209
845921,25775.025,4503.076,17.47069498
630649,25761.943,0.66,0.002561919
844140,25706.393,17279.623,67.21916607
840710,25666.941,27.342,0.106526134
320710,25628.818,9891.703,38.59601719
71022,25551.132,2964.105,11.60067977
40900,25549.542,583.045,2.282017423
30379,25487.196,361.558,1.418586807
284590,25445.482,12315.004,48.39760552
282300,25432.519,8.427,0.033134744
292690,25416.908,9.836,0.038698649
151490,25388.935,11502.342,45.30454704
290542,25388.664,,
860711,25372.253,5.013,0.019757804
630130,25355.639,7.477,0.029488509
381220,25349.373,32.414,0.12786904
610990,25313.143,124.987,0.49376326
550390,25291.312,0.108,0.000427024
854160,25283.468,107.574,0.425471696
370790,25255.612,2120.508,8.396185371
151930,25241.637,5387.341,21.34307296
845130,25186.594,558.598,2.217838585
600293,25093.265,356.894,1.422270079
220840,25028.308,4015.469,16.04370939
851529,25020.267,216.362,0.864746967
950790,25004.125,9.053,0.036206026
230890,24937.079,2535.519,10.16766639
